Покупатель,Тикер покупателя,Объект сделки,Дата объявления сделки,Время объявления сделки,Дата закрытия сделки,Время закрытия сделки,Статус сделки,"Цена сделки, млн USD","Доля участия, %",Вид сделки,Тип сделки,Направление интеграции,Тип национальности,Дата завершения,Дата переговоров,Дата оформления,Дата актуализации,Дата создания,Отрасль объекта,Регион объекта,Отрасль покупателя,Регион покупателя,Капитализация покупателя на момент сделки,Опыт покупателя в M&A,Диверсификация выручки,Развитие основного бизнеса,Снижение себестоимости основного бизнеса,Покупка клиентской базы,Источник информации,audit_row_status,audit_skip_reason,audit_notes,audit_exception,audit_resolved_flag,audit_resolved_ticker,audit_resolved_name,audit_resolved_class_code,audit_resolved_uid,audit_resolved_figi,audit_rate_limit_hits,audit_first_press_release_date_parsed,audit_first_press_release_time_parsed,audit_cbonds_actualization_date_parsed,audit_cbonds_create_date_parsed,audit_is_off_market_release,audit_release_anchor_trade_date,audit_release_anchor_timestamp_msk,audit_release_anchor_reason,audit_python_version,audit_run_ts,audit_deal_close_date_parsed,source_row_excel,buyer_company_std,buyer_company_norm,buyer_ticker_std,buyer_ticker_norm,deal_object_std,deal_object_norm,announcement_date_std,completion_date_std,actualization_date_std,creation_date_std,announcement_time_std,completion_time_std,deal_value_usd_mn_std,stake_pct_std,deal_status_clean,deal_kind_clean,deal_type_clean,integration_direction_clean
Сбер (Сбербанк),SBER,Nitol Solar,02.03.2011,,01.02.2011,18:16,Завершена,"140,00","25,00%",Влияние,Рыночная,Круговая,Внутренняя,3.2011,,,02.03.2011,02.03.2011,Энергетика,Россия (СФО),Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2011-03-02,,2011-03-02,2011-03-02,0.0,2011-03-02,2011-03-02T10:00:00+03:00,time_missing_same_day_open,3.12.9,2026-03-29T18:04:43.421628+03:00,2011-02-01,191,Сбер (Сбербанк),сбер сбербанк,SBER,SBER,Nitol Solar,nitol solar,2011-03-02,2011-02-01,2011-03-02,2011-03-02,,18:16,140.0,25.0,Завершена,Влияние,Рыночная,Круговая
Сбер (Сбербанк),SBER,Страховая компания Ангара,23.12.2010,,25.01.2010,10:12,Завершена,н. д.,"44,53%",Влияние,Рыночная,Параллельная,Внутренняя,12.201,,,23.12.2010,23.12.2010,Финансы / Инвестиции / Страхование / Консалтинг,Россия (СФО),Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2010-12-23,,2010-12-23,2010-12-23,0.0,2010-12-23,2010-12-23T10:00:00+03:00,time_missing_same_day_open,3.12.9,2026-03-29T18:04:43.423692+03:00,2010-01-25,192,Сбер (Сбербанк),сбер сбербанк,SBER,SBER,Страховая компания Ангара,страховая компания ангара,2010-12-23,2010-01-25,2010-12-23,2010-12-23,,10:12,,44.53,Завершена,Влияние,Рыночная,Параллельная
Сбер (Сбербанк),SBER,Бизнес-центр в Омске,02.11.2010,,,,Завершена,"44,00","100,00%",Полное приобретение,Рыночная,Круговая,Внутренняя,11.201,,,02.11.2010,02.11.2010,Строительство,Россия (СФО),Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2010-11-02,,2010-11-02,2010-11-02,0.0,2010-11-02,2010-11-02T10:00:00+03:00,time_missing_same_day_open,3.12.9,2026-03-29T18:04:43.425623+03:00,,193,Сбер (Сбербанк),сбер сбербанк,SBER,SBER,Бизнес-центр в Омске,бизнес центр в омске,2010-11-02,,2010-11-02,2010-11-02,,,44.0,100.0,Завершена,Полное приобретение,Рыночная,Круговая
Сбер (Сбербанк),SBER,Детский мир,07.11.2010,,08.11.2010,18:09,Завершена,"84,04","25,14%",Влияние,Рыночная,Круговая,Внутренняя,11.201,,,02.11.2010,02.11.2010,Услуги / торговля,Россия (ЦФО),Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_non_trade_day_next_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2010-11-07,,2010-11-02,2010-11-02,1.0,2010-11-08,2010-11-08T10:00:00+03:00,time_missing_non_trade_day_next_open,3.12.9,2026-03-29T18:04:43.429719+03:00,2010-11-08,194,Сбер (Сбербанк),сбер сбербанк,SBER,SBER,Детский мир,детский мир,2010-11-07,2010-11-08,2010-11-02,2010-11-02,,18:09,84.04,25.14,Завершена,Влияние,Рыночная,Круговая
Альфа-банк,ACBR,Банк Северная казна,30.06.2010,,30.11.2008,20:31,Завершена,н. д.,"10,00%",Консолидация,Рыночная,Горизонтальная,Внутренняя,6.201,,,30.06.2010,30.06.2010,Финансы / Инвестиции / Страхование / Консалтинг,Россия,Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,unresolved,unresolved,resolve_method=none; reason=unresolved,,0,ACBR,,,,,0,2010-06-30,,2010-06-30,2010-06-30,,,,,3.12.9,2026-03-29T18:04:43.434253+03:00,2008-11-30,195,Альфа-банк,альфа банк,ACBR,ACBR,Банк Северная казна,банк северная казна,2010-06-30,2008-11-30,2010-06-30,2010-06-30,,20:31,,10.0,Завершена,Консолидация,Рыночная,Горизонтальная
Промсвязьбанк (ПСБ),PSBR,Волгопромбанк,30.06.2010,,15.06.2010,14:46,Завершена,"9,00","13,10%",Консолидация,Рыночная,Горизонтальная,Внутренняя,6.201,,,30.06.2010,30.06.2010,Финансы / Инвестиции / Страхование / Консалтинг,Россия (ПФО),Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,unresolved,unresolved,resolve_method=none; reason=unresolved,,0,PSBR,,,,,0,2010-06-30,,2010-06-30,2010-06-30,,,,,3.12.9,2026-03-29T18:04:43.436811+03:00,2010-06-15,196,Промсвязьбанк (ПСБ),промсвязьбанк псб,PSBR,PSBR,Волгопромбанк,волгопромбанк,2010-06-30,2010-06-15,2010-06-30,2010-06-30,,14:46,9.0,13.1,Завершена,Консолидация,Рыночная,Горизонтальная
Промсвязьбанк (ПСБ),PSBR,Нижний Новгород банк,30.06.2010,,07.06.2010,12:37,Завершена,н. д.,"14,87%",Консолидация,Рыночная,Горизонтальная,Внутренняя,6.201,,6.201,30.06.2010,30.06.2010,Финансы / Инвестиции / Страхование / Консалтинг,Россия (ЦФО),Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,unresolved,unresolved,resolve_method=none; reason=unresolved,,0,PSBR,,,,,0,2010-06-30,,2010-06-30,2010-06-30,,,,,3.12.9,2026-03-29T18:04:43.437981+03:00,2010-06-07,197,Промсвязьбанк (ПСБ),промсвязьбанк псб,PSBR,PSBR,Нижний Новгород банк,нижний новгород банк,2010-06-30,2010-06-07,2010-06-30,2010-06-30,,12:37,,14.87,Завершена,Консолидация,Рыночная,Горизонтальная
Сбер (Сбербанк),SBER,Strategy Partners,25.06.2010,,06.07.2010,16:52,Завершена,"9,50","74,75%",Покупка,Рыночная,Параллельная,Внутренняя,6.201,,,25.06.2010,25.06.2010,Финансы / Инвестиции / Страхование / Консалтинг,Россия (ЦФО),Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2010-06-25,,2010-06-25,2010-06-25,0.0,2010-06-25,2010-06-25T10:00:00+04:00,time_missing_same_day_open,3.12.9,2026-03-29T18:04:43.438602+03:00,2010-07-06,198,Сбер (Сбербанк),сбер сбербанк,SBER,SBER,Strategy Partners,strategy partners,2010-06-25,2010-07-06,2010-06-25,2010-06-25,,16:52,9.5,74.75,Завершена,Покупка,Рыночная,Параллельная
Сбер (Сбербанк),SBER,Арзил,30.06.2010,,,,Завершена,"24,08","75,00%",Поглощение,Рыночная,Круговая,Внутренняя,6.201,,,30.06.2010,30.06.2010,Металлургия,Россия (ЮФО),Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2010-06-30,,2010-06-30,2010-06-30,0.0,2010-06-30,2010-06-30T10:00:00+04:00,time_missing_same_day_open,3.12.9,2026-03-29T18:04:43.440675+03:00,,199,Сбер (Сбербанк),сбер сбербанк,SBER,SBER,Арзил,арзил,2010-06-30,,2010-06-30,2010-06-30,,,24.08,75.0,Завершена,Поглощение,Рыночная,Круговая
Сбер (Сбербанк),SBER,Вестер,27.08.2009,04:00,31.05.2010,12:32,Завершена,"73,33",">50,00%",Покупка,Рыночная,Круговая,Внутренняя,6.201,,,30.06.2010,30.06.2010,Услуги / торговля,Россия,Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_intraday_on_release_day,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2009-08-27,04:00,2010-06-30,2010-06-30,0.0,,,no_intraday_on_release_day,3.12.9,2026-03-29T18:04:43.442617+03:00,2010-05-31,200,Сбер (Сбербанк),сбер сбербанк,SBER,SBER,Вестер,вестер,2009-08-27,2010-05-31,2010-06-30,2010-06-30,04:00,12:32,73.33,,Завершена,Покупка,Рыночная,Круговая
Сбер (Сбербанк),SBER,Загорский лакокрасочный завод,30.06.2010,,,,Завершена,"24,08","75,00%",Поглощение,Рыночная,Круговая,Внутренняя,6.201,,,30.06.2010,30.06.2010,Металлургия,Россия (ЦФО),Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2010-06-30,,2010-06-30,2010-06-30,0.0,2010-06-30,2010-06-30T10:00:00+04:00,time_missing_same_day_open,3.12.9,2026-03-29T18:04:43.447451+03:00,,201,Сбер (Сбербанк),сбер сбербанк,SBER,SBER,Загорский лакокрасочный завод,загорский лакокрасочный завод,2010-06-30,,2010-06-30,2010-06-30,,,24.08,75.0,Завершена,Поглощение,Рыночная,Круговая
Сбер (Сбербанк),SBER,Региональный расчетно-кассовый центр,25.06.2010,,08.07.2010,20:24,Завершена,н. д.,"50,00%",Партнерство,Рыночная,Вертикальная,Внутренняя,6.201,,,25.06.2010,25.06.2010,Финансы / Инвестиции / Страхование / Консалтинг,Россия (ЦФО),Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2010-06-25,,2010-06-25,2010-06-25,0.0,2010-06-25,2010-06-25T10:00:00+04:00,time_missing_same_day_open,3.12.9,2026-03-29T18:04:43.450280+03:00,2010-07-08,202,Сбер (Сбербанк),сбер сбербанк,SBER,SBER,Региональный расчетно-кассовый центр,региональный расчетно кассовый центр,2010-06-25,2010-07-08,2010-06-25,2010-06-25,,20:24,,50.0,Завершена,Партнерство,Рыночная,Вертикальная
Сбер (Сбербанк),SBER,Русснефть,19.01.2010,09:09,26.04.2010,14:24,Завершена,"4,00","2,00%",Участие,Рыночная,Круговая,Внутренняя,6.201,,,30.06.2010,30.06.2010,Нефть / Газ / Уголь,"Беларусь, Россия (ЦФО, УФО, СФО, ПФО)",Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_intraday_on_release_day,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2010-01-19,09:09,2010-06-30,2010-06-30,0.0,,,no_intraday_on_release_day,3.12.9,2026-03-29T18:04:43.452133+03:00,2010-04-26,203,Сбер (Сбербанк),сбер сбербанк,SBER,SBER,Русснефть,русснефть,2010-01-19,2010-04-26,2010-06-30,2010-06-30,09:09,14:24,4.0,2.0,Завершена,Участие,Рыночная,Круговая
Сбер (Сбербанк),SBER,Сулинский металлургический завод,30.06.2010,,03.06.2010,,Завершена,"24,08","75,00%",Поглощение,Рыночная,Круговая,Внутренняя,6.201,,,30.06.2010,30.06.2010,Металлургия,Россия (ЮФО),Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2010-06-30,,2010-06-30,2010-06-30,0.0,2010-06-30,2010-06-30T10:00:00+04:00,time_missing_same_day_open,3.12.9,2026-03-29T18:04:43.455813+03:00,2010-06-03,204,Сбер (Сбербанк),сбер сбербанк,SBER,SBER,Сулинский металлургический завод,сулинский металлургический завод,2010-06-30,2010-06-03,2010-06-30,2010-06-30,,,24.08,75.0,Завершена,Поглощение,Рыночная,Круговая
Сбер (Сбербанк),SBER,Техно-логистическая компания Томилино,25.06.2010,,05.07.2010,,Завершена,"39,00","100,00%",Полное приобретение,Рыночная,Круговая,Внутренняя,6.201,,,25.06.2010,25.06.2010,Строительство,Россия (ЦФО),Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2010-06-25,,2010-06-25,2010-06-25,0.0,2010-06-25,2010-06-25T10:00:00+04:00,time_missing_same_day_open,3.12.9,2026-03-29T18:04:43.456662+03:00,2010-07-05,205,Сбер (Сбербанк),сбер сбербанк,SBER,SBER,Техно-логистическая компания Томилино,техно логистическая компания томилино,2010-06-25,2010-07-05,2010-06-25,2010-06-25,,,39.0,100.0,Завершена,Полное приобретение,Рыночная,Круговая
